Name,Address,Pin,Phone,Mobile,Email,Website,Contact Person,Purpose,Aim/Objective
"Cancer Aid and Research Foundation, Mumbai","Byculla Municipal School Building, N. M. Joshi Marg
Mumbai","400011
Maharashtra",91-22-2300578,,cancerarfoundation@yahoo.com,http://www.cancerarfoundation.org,Tabassum,,"Spreading awareness about cancer disease and initiating steps for early cancer detection. We screen cancer films in schools, colleges and other establishments to spread awareness of cancer causing habits like smoking, chewing tobacco and drinking. We also organize periodical cancer detection camps. Printing literature on cancer and publishing carf such as cancer leaflets, guide-books, posters, news bulletin which is distributed in 31 countries"
"Cancer Patients Aid Association, Mumbai","Anand Niketan, King George V Memorial, Dr E Moses Road Mahalaxmi
Mumbai","400011
Maharashtra","91-22-24924000, 91-22-24973599",,shubhamaudgal@cpaaindia.org,http://www.cpaaindia.org,Dr Shubha Maudgal,Health,"CPAA is working towards the total management of cancer, as a disease in India and neighbouring countries. Its activities encompass every area related to cancer viz. Raising awareness, early detection insurance, counselling, medical and financial aid and rehabilitation. The thrust is on doing for patients what a hospital cannot and providing information for all"
"CEHAT – Centre for Enquiry into Health & Allied Themes, Mumbai","Cehat Survey No.2804 & 2805 Aaram Society Road, Vakola, Santacruz (E)
Mumbai","400055
Maharashtra",91-22-26673571,,cehat@vsnl.com,http://www.cehat.org,Padma Deosthali,"Public health, patient’s rights, women empowerment","Our aim socially relevant and rigorous academic health research and health action at cehat is for the well being of the disadvantaged masses, for strengthening people’s health movements and for realising right to health and health care. Cehat acts as an interface between progressive people’s movements and academia. Our strategi esunder take socially relevant research and advocacy projects on various socio-political aspects of health. Establish direct services and programmes to demonstrate how health services can be made accessible, equitably and ethically. Disseminate information through databases and relevant publications"
"Centre for Advancement of Philanthropy, Mumbai","Mulla House, 4th Floor
Mumbai","400021
Maharashtra",91-22-22846534,,centphil@bom7.vsnl.net.in,http://www.capindia.org,Noshir Dadrawala,Law,"The Centre provides free consultancy service in areas of charity law, taxation, investments, finance, resource mobilisation and HRD. It also organises seminars, workshops, training programmes, publishes books and periodicals, undertakes studies and research in philanthropy and generally serves as a clearing house of information in philanthropy"
"Centre for Enquiry into Health & Allied Themes, Mumbai","2nd Floor, BMC Maternity Home, 135, A-E, Next to Lok Darshan, Military Road Marol
Mumbai","400059
Maharashtra",91-22-8505255,,cehat@vsnl.com,http://www.cehat.org,Ravi Duggal,Health,"CEHAT works in the field of research, action, service and advocacy in health and allied themes. It aims at the well being of the disadvantaged masses, strengthening peoples health movement and for promoting right to health care"
"Centre for Study of Society & Secularism, Mumbai","9B Himalaya Apartments, 6th Road, Santa Cruz (E)
Mumbai","400055
Maharashtra","91-22-26149668, 022-26173624",,csss@bom2.vsnl.net.in;csss@vsnl.com,,Dr A A Engineer,"Human Rights, Minorities","CSSS’s main aim is to spread the spirit of secularism and communal peace and harmony aimed at social cohesion. To make a study of problems relating to communalism and the establishment of communal harmony and secularism. To undertake inquiries into issues related to communal harmony, like interfaith dialogue, legal reform and gender justice"
"Centre for the Study of Social Change, Mumbai","CSSC C/o M N Roy Human Development Campus, Opp Govt. Colony Bldg. No. 326, BAndhra (E)
Mumbai","400051
Maharashtra","91-22-26456763, 91-22-26516438",,hdcssc@bom5.vsnl.net.in,,Dr Indumati Parikh,"Child welfare, Disadvantaged communities, Education, Health, Population, Sanitation, Training, Urban Development, Women’s issues","The Centre for the Study of Social Change is a registered voluntary organisation started in 1972 by intellectuals like Tarkateerth Lakshmanshastri Joshi, Late Prof. G.D. Parikh, Late Prof. A.B. Shah, Prof. N.V. Sovani and Shri Govindrao S. Talwalkar. Its main aim is to undertake problem-oriented research in socio-economic problems of the country and to help the community to implement integrated programs for social change. CSSC believes that no strategy of economic development can hope to succeed unless it takes into account the social and cultural as well as the economic aspects of the developmental process. Such an approach would involve economists, sociologists, educationists, political scientists, psychologists and administrators, but also grass root level workers, each of whom would be aware that his/her contribution, though indispensable, is only one element in the total solution. There was thus a need for an organisation with wider perspective, involving various specialists and workers. The CSSC is a centre of study, research and action with a difference"
"CHAIN – Community Helping Adults in Need, Mumbai","D-703, Prithvi Enclave, Nr. Annex Mall Mumbai
Mumbai","400067
Maharashtra",91-22-28842379,1-98203 20311,"bhavinbusa@yahoo.co.in,chainNGO@gmail.com",,Bhavin Busa,Helping senior citizens in need.,"Helping senior citizens and needy people in providing food, clothing and shelter.There are 81 million older people in India out of which approx 50% of the older people are below average income level. Some people loose their lives because of lack of medical facilities due to unaffordability. Chain foundation is intending to form such a society which in all situations is completely independent, educated, physically fit, foresighted, alert and responsible to make society aware of issues concerning the aged and promote better understanding of them and help them by providing medical and other relief. Those people of society who do not have the economic capacity to bear the load to buy medical equipments for the treatment of their disease/diseases would be comprehensively helped by our organization in every possible way"
"Chain Foundation, Mumbai","D-703, Prithvi Enclave, Nr. Annex Mall
Mumbai","400066
Maharashtra",,91-98203 20311,chainNGO@gmail.com,,Bhavin Arvind Busa,Community helping adults in need.,"There are 81 million older people in India out of which approx 50% of the older people are below average income level. Some people loose their lives because of lack of medical facilities due to unaffordability. Chain foundation is intending to form such a society which in all situations is completely independent, educated, physically fit, foresighted, alert and responsible to make society aware of issues concerning the aged and promote better understanding of them and help them by providing medical and other relief. Those people of society who do not have the economic capacity to bear the load to buy medical equipments for the treatment of their disease/diseases would be comprehensively helped by our organization in every possible way"
"Chatrapati Shivaji Seva Mandal, Mumbai","Chatrapati Shivaji Maidan, Near Vegitabel Market
Mumbai","400071
Maharashtra",,91-93221 15797,vijaykumar.bhoite@gmail.com,,Vijaykumar Mahadev Bhoite,,"For childern education, blood donation & other social activities"
"Child Help Foundation, Mumbai","204, Jaydeep Bldg, Sector-1, Shanti Nagar, Opp. Tmt Bus Stand, Mira Road
Mumbai
Maharashtra
401107", , ,97029 29267,rajendra.pathak@childhelpfoundationindia.org,www.childhelpfoundation.in,Rajendra Pathak,"Education, Medical Relief, Old Aged Welfare, Orphanage, Sanitation, Shelter Home
Calamity Relief Support Program – Providing Relief Support.","Our Vision is to reach the maximum needy, to be in reach of all the needy, be the most sought for, recognized and admired organisation, supporting the overall development of underprivileged children.
Our Mission is to be an equal opportunity provider for the upliftment of the underprivileged children by providing them timely education, shelter, food and care. To be known as an organisation, with an innovative and robust approach, towards the upliftment of the needy and neglected children. To be abreast with rhyme and time in order to empower the underprivileged children and assist them to lead a dignified life"
"Child Relief & You, Mumbai","189 A, Sane Guruji Marg, Anand Estate
Mumbai","400011
Maharashtra","91-22-23080731, 91-22-23080726",,hrdho.mum@crymail.org,http://www.cry.org,Pervin Varma,"Child welfare, Education, Health, Human Rights","CRY is an Indian Trust and managed by Indians for underprivileged Indian children. CRY was founded in 1979. CRY?s objective is to demonstrate that real, sustainable change is possible through the building of grassroots movements and through advocating for the basic rights of children-survival, protection, development and participation. CRY acts as a link between concerned individuals and organisations that have the time, skills and money to donate to the cause of children and those that directly work with children at the grassroots level. CRY is governed by values of respect of human dignity, working in partnership, transparency, accountability, secularism, non-violence and innovation"
"Child Rights & You, Mumbai","189/A, Sane Guruji Marg
Mumbai","400011
Maharashtra",91-22-23096222,,,http://www.cry.org,,,
"Child Vision And Education, Mumbai","22 C, Ng Park, Bldg No 2, Rawalpada, Dahisar East
Mumbai
Maharashtra
400068", , ,96646 96648,info@childvisionandedu.org,www.childvisionandedu.org,Prakash Shetty,"Adolescent Girls Welfare, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Health, Mentally Handicapped Persons, Physically Disabled, Women Development/Welfare, Women’s Issues.","Support critical ill and poor cancer patients. Providing relief and rehabilitation to the victims of natural calamities like floods and droughts enlightening and educating the indigenous people and remote rural masses. Spreading awareness among the public on health & sanitation, education, environment, consumer rights, road safety and other socio economic rights particularly human rights promoting scientific temper and establish it in grass roots spreading awareness about hiv/ aids, tb, malaria and conduct medical health camps for the remote rural tribes. Organising seminars, impact studies, workshops, research study and awareness campaign on educational policies, statistics, health, legal issues, women and children developmental activities. Encouraging sustainable agricultural development and organic farming. Establishing unity, integrity and communal harmony. Encouraging adult education among rural masses and slum dwellers. Working for persons with disability"
